Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,L,236,382,5,618,786,H
2020-10-14,120.2267238943642,122.24374953688007,118.85554580542484,120.41551208496094,150712000,0.0,0.0,,,,,,,
2020-10-15,117.96128788871505,120.42543451077559,117.39493093616885,119.93856811523438,112559200,0.0,0.0,,,,,,,
2020-10-16,120.50492791071319,120.77320665177501,118.05071186490125,118.25936889648438,115393800,0.0,0.0,,,,,,,
2020-10-19,119.1933604779182,119.65041980697382,114.92084540337045,115.23880004882812,120639300,0.0,0.0,,,,,,,
2020-10-20,115.45739984034736,118.21964011501777,114.8910428317193,116.759033203125,124423700,0.0,0.0,,,,,,,
2020-10-21,115.92439675791216,117.95136066662545,115.70580149609444,116.12312316894531,89946000,0.0,0.0,,,,,,,
2020-10-22,116.69940183542418,117.28563522709509,113.85767881159084,115.01026916503906,101988000,0.0,0.0,,,,,,,
2020-10-23,115.64618826695525,115.8051693970243,113.54967199315406,114.30481719970703,82572600,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-10-26,113.28139611073505,115.80516459106249,112.1586127729715,114.31475067138672,111850700,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-10-27,114.75193620757214,116.53049776848223,113.80801040258021,115.85484313964844,92276800,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-10-28,114.31475117372197,114.69231997266961,110.3899899529468,110.48934936523438,143937800,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-10-29,111.65187869672107,116.18273463536205,111.4829593560605,114.58302307128906,146129200,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-10-30,110.35024402059851,111.27430095262963,107.03159266983035,108.164306640625,190272600,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-02,108.41271361838832,109.97267994909869,106.63415202416076,108.07488250732422,122866900,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-03,108.9591931571724,110.77749230942831,108.03513625854136,109.73420715332031,107624400,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-04,113.41056433380211,114.85129477941092,111.63200278593523,114.21538543701172,138235500,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-05,117.19621016839893,118.85554340781025,116.12311791987639,118.2693099975586,126387100,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-06,117.76668390707539,118.64256591053775,115.58692286973577,118.13495635986328,114457900,0.205,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-09,119.936484109746,121.41951402768417,115.50729748508817,115.77603149414062,154515300,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-10,115.00963166945823,117.0400848953332,113.59626655026904,115.42766571044922,138023400,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-11,116.64195871813548,119.07054279703279,115.89546612306671,118.93119812011719,112295000,0.0,0.0,102.44111455726281,110.62018861483764,115.68012426062548,119.7696612894129,123.85919831820031,129.68159002020275,137.09820802156298
2020-11-12,119.06059787003534,119.96633829159276,118.01550517452277,118.65251159667969,103162300,0.0,0.0,102.44111455726281,108.47693185875902,112.21095442663379,115.22886307738189,118.24677172812999,122.54345523089,128.01661159750097
2020-11-13,118.88143666401429,119.11035680766416,117.31877913330693,118.70227813720703,81581900,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-16,118.36386784944176,120.42418717419046,117.5974721018153,119.73741912841797,91183000,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-17,118.99092807425933,120.10568554001266,118.40368325750796,118.83167266845703,74271000,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-18,118.05532444275252,119.25966500221446,117.44817648225377,117.47803497314453,76322100,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-19,117.04008945305088,118.50321624721126,116.26373831991661,118.0851821899414,74113000,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-20,118.08518339654746,118.21457272215333,116.74149814518393,116.791259765625,73604300,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-23,116.63201031919706,117.06995509776777,113.2180503435506,113.31758117675781,127959300,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-24,113.37730651585387,115.30822899297941,112.0634721712861,114.63140869140625,113874200,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-25,115.00963756627344,116.20402277140536,114.63140976279945,115.48738861083984,76499200,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-27,116.0248585292177,116.94055431439799,115.6764968276508,116.04476165771484,46691300,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-11-30,116.42298858525471,120.40428250233637,116.263733183588,118.4932632446289,169410200,0.0,0.0,102.44111455726281,107.66793459114206,110.90147579854192,113.51488581548155,116.12829583242117,119.84908297518267,124.58865707370029
2020-12-01,120.44410060685198,122.89259554109245,119.44877709242662,122.14610290527344,127728200,0.0,0.0,104.32898094075466,109.11026450812983,112.06817722353989,114.45881900722748,116.84946079091506,120.25308638124993,124.58865707370029
2020-12-02,121.44936935245089,122.79306214383443,120.32465653837778,122.5044174194336,89004200,0.0,0.0,104.32898094075466,109.11026450812983,112.06817722353989,114.45881900722748,116.84946079091506,120.25308638124993,124.58865707370029
2020-12-03,122.94235601949953,123.20114225708862,121.6384846576932,122.36507415771484,78967600,0.0,0.0,104.32898094075466,109.11026450812983,112.06817722353989,114.45881900722748,116.84946079091506,120.25308638124993,124.58865707370029
2020-12-04,122.02666831076772,122.28545456552108,120.95171703137638,121.67830657958984,78260400,0.0,0.0,106.63415202416076,110.87141521585208,113.49277295308485,115.61140454893052,117.7300361447762,120.74639299309882,124.58865707370029
2020-12-07,121.73801921529676,123.98745253210501,121.6783022331469,123.1712875366211,86712000,0.0,0.0,106.63415202416076,110.87141521585208,113.49277295308485,115.61140454893052,117.7300361447762,120.74639299309882,124.58865707370029
2020-12-08,123.78839207577147,124.39554004596586,122.51437155893147,123.79833984375,82225500,0.0,0.0,106.63415202416076,110.87141521585208,113.49277295308485,115.61140454893052,117.7300361447762,120.74639299309882,124.58865707370029
2020-12-09,123.94763462870075,125.36099218064123,120.43414387767709,121.21049499511719,115089200,0.0,0.0,106.63415202416076,111.05368630109015,113.7878049639363,115.997572102401,118.20733924086569,121.35344838715442,125.36099218064123
2020-12-10,119.93648151311129,123.2907244352239,119.58811980754247,122.66366577148438,81312200,0.0,0.0,106.63415202416076,111.05368630109015,113.7878049639363,115.997572102401,118.20733924086569,121.35344838715442,125.36099218064123
2020-12-11,121.85745806067554,122.18591664261996,119.9862525890467,121.83755493164062,86939800,0.0,0.0,106.63415202416076,111.05368630109015,113.7878049639363,115.997572102401,118.20733924086569,121.35344838715442,125.36099218064123
2020-12-14,122.02665996392803,122.773152591269,120.97161948060847,121.21049499511719,79184500,0.0,0.0,106.63415202416076,111.05368630109015,113.7878049639363,115.997572102401,118.20733924086569,121.35344838715442,125.36099218064123
2020-12-15,123.75851362380075,127.30187025509083,123.54949661139817,127.2819595336914,157243700,0.0,0.0,106.63415202416076,111.51173352666025,114.52922038837605,116.96801113962579,119.40680189087554,122.8789785536718,127.30187025509083
2020-12-16,126.81417220273248,127.76967426849086,125.96814114326818,127.21229553222656,98208600,0.0,0.0,106.63415202416076,111.62213527382266,114.70792152149485,117.20191314632581,119.69590477115676,123.24667250820421,127.76967426849086
2020-12-17,128.29719093164906,128.97401879780602,127.4412121284521,128.09812927246094,94359800,0.0,0.0,106.63415202416076,111.90636058274104,115.16798113169325,117.80408541098339,120.44018969027353,124.19328730824594,128.97401879780602
2020-12-18,128.3569274863934,128.49627217133215,125.53020474824474,126.06768035888672,192541500,0.0,0.0,106.63415202416076,111.90636058274104,115.16798113169325,117.80408541098339,120.44018969027353,124.19328730824594,128.97401879780602
2020-12-21,124.43533786460104,127.70995301810574,122.872680308062,127.63032531738281,121251600,0.0,0.0,106.63415202416076,111.90636058274104,115.16798113169325,117.80408541098339,120.44018969027353,124.19328730824594,128.97401879780602
2020-12-22,130.9945183069051,133.78142697130662,129.0436776855949,131.2632598876953,168904800,0.0,0.0,106.63415202416076,113.04090891168718,117.00441105397047,120.20778949773369,123.4111679414969,127.97191013261741,133.78142697130662
2020-12-23,131.54194979064204,131.81067618513617,130.1683985801724,130.34756469726562,88223700,0.0,0.0,106.63415202416076,113.04090891168718,117.00441105397047,120.20778949773369,123.4111679414969,127.97191013261741,133.78142697130662
2020-12-24,130.70587485103204,132.83586629791102,130.48690249026066,131.3528289794922,54930100,0.0,0.0,106.63415202416076,113.04090891168718,117.00441105397047,120.20778949773369,123.4111679414969,127.97191013261741,133.78142697130662
2020-12-28,133.3633956903746,136.69772016435334,132.88562949527827,136.05076599121094,124486200,0.0,0.0,106.63415202416076,113.72915410524621,118.11843505371432,121.66593609425705,125.21343713479978,130.26411658235213,136.69772016435334
2020-12-29,137.40440963948376,138.14093929573562,133.71175284116177,134.23927307128906,121047300,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2020-12-30,134.9459524557679,135.35403870703266,132.77613948100262,133.0946502685547,96452100,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2020-12-31,133.45297227823835,134.10988941144365,131.1040082886143,132.06947326660156,99116600,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-04,132.89560524547548,132.98518072039417,126.16721589100968,128.80482482910156,143301900,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-05,128.28724269140628,131.12392068353188,127.8293872082733,130.39732360839844,97664900,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-06,127.12272254653485,130.4371517260109,125.78898506676386,126.0079574584961,155088000,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-07,127.75972871386779,131.0144409042408,127.26206694966409,130.30775451660156,109578200,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-08,131.81067718312673,132.00975402305545,129.6209686307857,131.43246459960938,105158200,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-11,128.5858556888907,129.56126854449627,127.89907998892204,128.3768310546875,100384500,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-12,127.89906228346113,129.08349960930462,126.26673244625115,128.19766235351562,91951100,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-13,128.15784913907842,130.83527179966413,127.88912272746357,130.27789306640625,88636800,0.0,0.0,106.63415202416076,114.06975382025243,118.66974476190235,122.38754565994819,126.10534655799403,131.3984868196186,138.14093929573562
2021-01-14,130.18833576359341,130.38739745504571,128.1578670234528,128.3071746826172,90221800,0.0,0.0,108.03513625854136,115.1401057753192,119.53555301874957,123.08803777713848,126.64052253552741,131.69829744577606,138.14093929573562
2021-01-15,128.1777552989447,129.61102352626298,126.40608073668484,126.54542541503906,111598500,0.0,0.0,111.63200278593523,117.88811180224812,121.75841653267898,124.88647104083543,128.01452554899186,132.46802688263833,138.14093929573562
2021-01-19,127.18243141171716,128.1080901335891,126.34636334433213,127.2322006225586,90757300,0.0,0.0,112.0634721712861,118.21775441265618,122.02506461282582,125.10220573351086,128.1793468541959,132.56036133110342,138.14093929573562
2021-01-20,128.05833163394624,131.87042265430634,127.94884543590967,131.41256713867188,104319500,0.0,0.0,112.0634721712861,118.21775441265618,122.02506461282582,125.10220573351086,128.1793468541959,132.56036133110342,138.14093929573562
2021-01-21,133.17428425674453,139.01682820661,132.96525964411015,136.22991943359375,120150900,0.0,0.0,112.0634721712861,118.42446419562253,122.35965417677983,125.54015018894805,128.72064620111627,133.24881001505068,139.01682820661
2021-01-22,135.64268613115033,139.1959983361874,134.38858398154213,138.41964721679688,114459400,0.0,0.0,112.0634721712861,118.46674834620279,122.42809716627839,125.62973525373674,128.8313733411951,133.38963773689852,139.1959983361874
2021-01-25,142.40094032777608,144.41148286131212,135.90146390523168,142.2516326904297,157611700,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-01-26,142.92846908775869,143.62519254128165,140.70888661716324,142.4905242919922,98390600,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-01-27,142.7592487973293,143.6251906091026,139.75338262579194,141.39566040039062,140843800,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-01-28,138.8675423771936,141.32599269746365,136.06072274840977,136.4488983154297,142621100,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-01-29,135.19477687966864,136.10052480280848,129.60106432949124,131.34288024902344,177523800,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-02-01,133.1245045358326,134.7468865352001,130.31768526238184,133.51268005371094,106239800,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-02-02,135.0952485099886,135.67253793730038,133.98049109858968,134.3587188720703,83305400,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-02-03,135.12512545006112,135.13508840594307,132.9851858011634,133.3136444091797,89880900,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-02-04,135.66259856873464,136.7574453263004,133.96058867013534,136.74749755859375,84183100,0.0,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-02-05,136.91196720225304,136.98173604783506,135.42671365914427,136.32383728027344,75693800,0.205,0.0,112.0634721712861,119.69760269413223,124.42041225487604,128.23747751629912,132.0545427777222,137.48900857364654,144.41148286131212
2021-02-08,135.59617502169735,136.52321699625597,134.48971439987804,136.47337341308594,71297200,0.0,0.0,114.63140976279945,121.65950701404844,126.00739768643129,129.5214463120558,133.03549493768028,138.0385472182304,144.41148286131212
2021-02-09,136.18428811318915,137.44027946936012,135.41675474011348,135.57623291015625,76774200,0.0,0.0,115.6764968276508,122.45795353159487,126.65326149250942,130.04398984448147,133.4347181964535,138.2621958501086,144.41148286131212
2021-02-10,136.04472623853573,136.55310945303955,133.97135806341944,134.9582061767578,73046600,0.0,0.0,116.263733183588,122.90660210753089,127.01617356047862,130.33760802245007,133.65904248442152,138.38786443027917,144.41148286131212
2021-02-11,135.46658428302774,135.9550270602174,133.343387580425,134.6990509033203,64280000,0.0,0.0,119.44877709242662,125.3399756538836,128.9845306961409,131.93012997686938,134.87572925759787,139.06946382677063,144.41148286131212
2021-02-12,133.92152695151827,135.09775630583982,133.2636282227666,134.93826293945312,60145100,0.0,0.0,119.58811980754247,125.4464334882321,129.07064449408247,131.9998013344273,134.9289581747721,139.09928316780542,144.41148286131212
2021-02-16,135.0579115961167,135.57624230238412,132.36651005222893,132.76524353027344,80576300,0.0,0.0,119.58811980754247,125.4464334882321,129.07064449408247,131.9998013344273,134.9289581747721,139.09928316780542,144.41148286131212
2021-02-17,130.83142559590797,131.79833334855073,129.0571034789222,130.4227294921875,97918500,0.0,0.0,119.58811980754247,125.4464334882321,129.07064449408247,131.9998013344273,134.9289581747721,139.09928316780542,144.41148286131212
2021-02-18,128.78794247994833,129.58539410105666,127.00365797670398,129.29632568359375,96856700,0.0,0.0,119.58811980754247,125.4464334882321,129.07064449408247,131.9998013344273,134.9289581747721,139.09928316780542,144.41148286131212
2021-02-19,129.82465617895764,130.29315851547418,128.38924605942844,129.45582580566406,87668800,0.0,0.0,119.58811980754247,125.4464334882321,129.07064449408247,131.9998013344273,134.9289581747721,139.09928316780542,144.41148286131212
2021-02-22,127.60175175738377,129.3063050076746,125.19944155740687,125.5981674194336,103916400,0.0,0.0,119.58811980754247,125.4464334882321,129.07064449408247,131.9998013344273,134.9289581747721,139.09928316780542,144.41148286131212
2021-02-23,123.36530933166063,126.30589821147298,118.01243248527261,125.45861053466797,158273000,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-02-24,124.54154498217879,125.15956281687629,121.84018860083249,124.95023345947266,111039900,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-02-25,124.2823756634837,126.05669773941919,120.15557939999732,120.60414123535156,148199500,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-02-26,122.1990360104033,124.45183061582622,120.81346956498211,120.87328338623047,164560400,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-03-01,123.35534473441926,127.5220144607622,122.39840721514774,127.38246154785156,116307900,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-03-02,128.00047860157113,128.30948751624828,124.61132035729807,124.7209701538086,102260900,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-03-03,124.4119526422088,125.30908387693218,121.45142337015308,121.67072296142578,112966300,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-03-04,121.36171582375076,123.20581429677462,118.24170073382523,119.74687957763672,178155000,0.0,0.0,118.01243248527261,124.24260837401793,128.0968697289197,131.21195767329237,134.32704561766502,138.76208608083968,144.41148286131212
2021-03-05,120.59417665903003,121.55111413607604,117.19504810368444,121.03276824951172,153766600,0.0,0.0,117.19504810368444,123.61812670648457,127.59172618109821,130.8032654824983,134.01480478389834,138.5871658231798,144.41148286131212
2021-03-08,120.54433197357251,120.61410842631084,115.83938371732287,115.98890686035156,154376600,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-09,118.6503914068776,121.67072699297243,118.41115893804536,120.70381927490234,129525800,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-10,121.30191967217894,121.78038464067927,119.06905780229889,119.59737396240234,111943300,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-11,122.14919701425964,122.81705842870595,120.87328040007482,121.571044921875,103026500,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-12,120.01602437175231,120.78356535770955,118.77998108310587,120.64401245117188,88105100,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-15,121.02280778616648,123.60454421243129,120.0359595785024,123.59457397460938,92403800,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-16,125.29911544301294,126.814272129034,124.32224511063626,125.1695327758789,115227900,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-17,123.65438680362124,125.4586119766797,121.94983358772895,124.36212158203125,111932600,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-18,122.48811090211446,122.78715719033092,119.93627763490261,120.1456069946289,121229700,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-19,119.51762099727588,121.0427403626066,119.29832139610566,119.60733032226562,185549500,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-22,119.9462517035616,123.47496303393157,119.87647524809087,122.99649047851562,111912300,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
2021-03-23,122.93668191045965,123.84377581423576,121.75047458507395,122.14920043945312,95467100,0.0,0.0,115.83938371732287,122.58239911530434,126.75392559032677,130.1254332893175,133.49694098830824,138.29705364449842,144.41148286131212
